months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,raw_import_id,data_status
97,26,951863,10/28/1997,none,250/500,1000,1270.55,0,478532,MALE,N/A,protective-serv,chess,unmarried,0,-72100,?,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,6145,UNPROCESSED_LEGACY_01
148,36,211578,1/4/1996,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,1/10/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,N/A,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,6170,UNPROCESSED_LEGACY_01
77,26,357394,N/A,IL,250/500,2000,785.82,0,620207,MALE,JD,?,movies,other-relative,49700,0,1/7/2015,Multi-vehicle Collision,N/A,Major Damage,Police,NY,Hillsdale,N/A,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,2009,4510,UNPROCESSED_LEGACY_01
295,46,863749,12/5/2009,IN,250/500,500,1265.84,0,605743,FEMALE,N/A,prof-specialty,paintball,own-child,52200,-44500,1/16/2015,Vehicle Theft,?,Minor Damage,,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,6947,UNPROCESSED_LEGACY_01
126,28,596914,1/5/1992,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,1/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,2011,9255,UNPROCESSED_LEGACY_01
132,32,684653,N/A,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,1/7/2015,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,6912,UNPROCESSED_LEGACY_01
370,55,528259,12/22/2012,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,?,N/A,wife,0,-53200,2/17/2015,Vehicle Theft,?,Minor Damage,,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015,2919,UNPROCESSED_LEGACY_01
257,43,797636,5/19/1992,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,?,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,?,2006,9649,UNPROCESSED_LEGACY_01
9,24,326180,5/25/2002,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,1/31/2015,Vehicle Theft,N/A,Trivial Damage,,NC,Arlington,N/A,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,6981,UNPROCESSED_LEGACY_01
185,34,620075,4/21/2010,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,movies,?,0,0,2/27/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000,3734,UNPROCESSED_LEGACY_01
234,43,965187,3/26/1990,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,?,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,9381,UNPROCESSED_LEGACY_01
253,44,516182,5/12/2007,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,N/A,own-child,45800,0,2/13/2015,Parked Car,?,Trivial Damage,,N/A,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998,9870,UNPROCESSED_LEGACY_01
233,39,728839,1/2/2001,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999,5391,UNPROCESSED_LEGACY_01
274,44,771509,8/10/2006,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,?,reading,husband,0,0,2/5/2015,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,?,X5,2000,9454,UNPROCESSED_LEGACY_01
297,48,264221,N/A,IL,none,1000,1243.68,0,463331,MALE,Masters,protective-serv,N/A,wife,0,-71400,2/20/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,?,Corolla,2002,5969,UNPROCESSED_LEGACY_01
273,47,602704,9/27/2011,OH,none,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,1/24/2015,Multi-vehicle Collision,Side Collision,Minor Damage,unknown_val,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,3506,UNPROCESSED_LEGACY_01
147,37,672416,4/20/2013,IN,500/1000,2000,1375.29,0,609226,unknown_val,Masters,?,chess,own-child,0,0,1/31/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,?,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,?,2015,6184,UNPROCESSED_LEGACY_01
285,42,545506,3/20/1991,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,?,Corolla,2005,1290,UNPROCESSED_LEGACY_01
289,43,777533,12/21/2002,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,?,base-jumping,not-in-family,0,0,1/11/2015,N/A,Side Collision,?,Fire,NY,Riverwood,1102 Apache Hwy,19,3,N/A,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010,1956,UNPROCESSED_LEGACY_01
427,60,953334,12/3/2005,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,2/20/2015,N/A,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,1275,UNPROCESSED_LEGACY_01
380,53,369781,5/25/2011,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2/24/2015,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,?,2001,4464,UNPROCESSED_LEGACY_01
13,21,990998,10/18/2006,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,1/19/2015,Multi-vehicle Collision,N/A,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,5489,UNPROCESSED_LEGACY_01
282,43,982678,N/A,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,1/8/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,3840,UNPROCESSED_LEGACY_01
312,47,646069,6/8/2002,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,7033,UNPROCESSED_LEGACY_01
266,46,331683,2/12/2009,OH,100/300,2000,1578.54,0,468158,MALE,N/A,handlers-cleaners,chess,husband,0,-41400,1/21/2015,Single Vehicle Collision,Front Collision,?,Fire,WV,Hillsdale,N/A,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,2658,?
30,36,364055,N/A,IN,500/1000,500,1488.26,0,440831,unknown_val,College,machine-op-inspct,golf,wife,0,-63500,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008,7301,UNPROCESSED_LEGACY_01
198,36,521854,2/16/2001,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,kayaking,?,0,0,1/26/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,5193,UNPROCESSED_LEGACY_01
290,45,737252,11/18/1993,OH,500/1000,2000,1215.36,0,617739,MALE,N/A,tech-support,reading,own-child,54400,0,1/31/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,7150,UNPROCESSED_LEGACY_01
260,46,344480,2/18/1990,OH,100/300,2000,1482.57,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,2/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,N/A,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,2581,UNPROCESSED_LEGACY_01
233,43,898519,5/21/2000,OH,250/500,1000,954.18,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,?,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,8839,UNPROCESSED_LEGACY_01
130,30,957816,8/26/2012,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,bungie-jumping,?,0,-40800,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005,6057,UNPROCESSED_LEGACY_01
230,42,175960,11/16/2004,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,unknown_val,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,?,MDX,1999,9388,UNPROCESSED_LEGACY_01
212,40,489618,1/23/2003,none,500/1000,1000,1524.45,0,452438,FEMALE,Masters,other-service,golf,husband,73200,0,2/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,N/A,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,8149,UNPROCESSED_LEGACY_01
299,44,717044,11/7/2008,OH,500/1000,1000,1653.32,0,460517,unknown_val,College,other-service,bungie-jumping,?,0,-48800,1/25/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009,1549,UNPROCESSED_LEGACY_01
91,26,101421,10/19/1999,none,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,N/A,other-relative,52700,0,2/23/2015,N/A,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,4607,UNPROCESSED_LEGACY_01
398,53,793948,12/20/1990,IL,100/300,2000,1396.43,0,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,1/29/2015,N/A,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000,9946,UNPROCESSED_LEGACY_01
218,43,737483,2/14/1996,IL,250/500,500,1521.55,0,477856,FEMALE,Associate,?,polo,?,61100,-64500,1/2/2015,N/A,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,?,2003,8329,UNPROCESSED_LEGACY_01
152,33,695117,6/10/2001,IN,100/300,1000,1034.27,0,617721,unknown_val,JD,armed-forces,exercise,husband,0,0,2/6/2015,Single Vehicle Collision,N/A,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,8272,UNPROCESSED_LEGACY_01
212,39,167466,3/17/2010,OH,100/300,1000,1255.35,0,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,2/14/2015,N/A,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,?,59300,11860,5930,41510,Dodge,RAM,2008,2037,UNPROCESSED_LEGACY_01
242,44,664732,7/30/2003,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2/4/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,N/A,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,6133,UNPROCESSED_LEGACY_01
80,27,143038,9/17/2014,OH,500/1000,500,795.31,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,N/A,1,3,?,40810,3710,7420,29680,Ford,F150,2000,2662,UNPROCESSED_LEGACY_01
260,43,979963,6/3/2009,IN,100/300,500,982.22,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2/12/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011,5850,UNPROCESSED_LEGACY_01
133,34,467841,N/A,IN,500/1000,500,1074.07,0,440833,FEMALE,N/A,prof-specialty,bungie-jumping,husband,70900,-61100,1/28/2015,Parked Car,?,Minor Damage,,N/A,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,5388,UNPROCESSED_LEGACY_01
290,45,219028,7/18/1991,OH,none,1000,1311.3,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,?,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,N/A,0,0,?,52650,5850,5850,40950,Ford,F150,2001,2731,UNPROCESSED_LEGACY_01
322,49,130156,9/24/2001,none,250/500,2000,1277.12,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,?,2007,1994,UNPROCESSED_LEGACY_01
228,39,762951,9/19/2012,IN,none,500,1388.62,0,614274,FEMALE,JD,sales,reading,husband,35200,0,1/19/2015,N/A,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,2307,UNPROCESSED_LEGACY_01
195,37,376879,7/11/1991,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,?,Single Vehicle Collision,N/A,Major Damage,Ambulance,N/A,Arlington,N/A,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,4683,UNPROCESSED_LEGACY_01
247,39,599031,10/29/1991,IN,100/300,500,1558.29,0,456781,FEMALE,Masters,?,reading,unmarried,0,-49300,2/16/2015,Vehicle Theft,?,?,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000,2684,?
405,57,676255,12/28/1999,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,1/8/2015,N/A,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008,5697,UNPROCESSED_LEGACY_01
144,37,985446,10/11/2012,OH,250/500,2000,1896.91,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,1/24/2015,Multi-vehicle Collision,N/A,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,5231,UNPROCESSED_LEGACY_01
338,47,884180,8/19/1995,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,2/18/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,N/A,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,?,2002,8482,UNPROCESSED_LEGACY_01
121,34,571462,2/11/1991,IN,500/1000,500,1285.42,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,1/21/2015,Single Vehicle Collision,Front Collision,Major Damage,unknown_val,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,1361,?
398,55,815883,7/2/1991,OH,none,2000,1305.26,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,?,Single Vehicle Collision,N/A,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,9377,UNPROCESSED_LEGACY_01
9,30,258265,4/10/1994,none,100/300,1000,1073.83,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2/2/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,N/A,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,8741,?
115,31,569714,12/4/2005,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,3/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,3331,UNPROCESSED_LEGACY_01
280,48,180008,7/16/2014,IL,250/500,1000,1387.35,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998,3006,?
254,45,633375,9/17/2003,IL,250/500,500,1083.64,0,614372,MALE,JD,other-service,paintball,husband,59800,0,2/27/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,?,79680,13280,13280,53120,?,3 Series,2004,6750,UNPROCESSED_LEGACY_01
141,30,556538,7/15/2000,IL,250/500,1000,1851.78,0,465248,unknown_val,High School,craft-repair,exercise,other-relative,78800,0,?,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,N/A,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,3090,UNPROCESSED_LEGACY_01
441,55,669501,7/29/2009,none,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2/19/2015,Parked Car,?,Minor Damage,,VA,Arlington,N/A,4,1,NO,0,0,?,6400,640,640,5120,Honda,Civic,2002,2808,UNPROCESSED_LEGACY_01
381,55,963761,4/13/1991,OH,none,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,2458,UNPROCESSED_LEGACY_01
191,38,753005,11/20/2005,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2/7/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,N/A,19,3,NO,2,0,?,56320,10240,5120,40960,Volkswagen,Jetta,2007,9380,UNPROCESSED_LEGACY_01
145,34,454758,5/20/1990,IN,none,1000,1142.48,0,608813,FEMALE,N/A,priv-house-serv,sleeping,other-relative,0,0,1/13/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,?,Legacy,2012,1273,UNPROCESSED_LEGACY_01
479,60,698589,11/28/2002,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,1/18/2015,Multi-vehicle Collision,Rear Collision,Total Loss,unknown_val,SC,?,3275 Pine St,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006,2686,UNPROCESSED_LEGACY_01
215,35,330119,6/15/2004,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,1/15/2015,Vehicle Theft,?,Trivial Damage,,N/A,?,7785 Lincoln Lane,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,1944,UNPROCESSED_LEGACY_01
41,33,164464,9/26/2010,OH,none,500,1294.41,0,476315,MALE,High School,transport-moving,N/A,husband,0,0,2/23/2015,Vehicle Theft,?,Minor Damage,,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,7627,UNPROCESSED_LEGACY_01
45,31,927354,9/15/1990,IN,100/300,500,1459.5,0,475891,MALE,N/A,priv-house-serv,movies,not-in-family,0,0,2/17/2015,Parked Car,?,Minor Damage,,NY,Springfield,1298 Maple Hwy,6,1,?,1,3,?,6000,1000,1000,4000,Suburu,Impreza,2000,2902,UNPROCESSED_LEGACY_01
156,38,231508,9/16/2009,IL,none,500,1367.99,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,2/17/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,N/A,Northbend,2644 MLK Drive,23,3,?,0,3,?,55200,11040,5520,38640,Saab,92x,1998,4536,UNPROCESSED_LEGACY_01
246,45,272910,8/12/1999,IN,250/500,500,1594.37,0,606283,MALE,Associate,?,board-games,own-child,0,0,1/18/2015,Parked Car,?,Trivial Damage,,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,7533,UNPROCESSED_LEGACY_01
178,39,305758,3/8/2009,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,?,0,0,1/17/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,4818,UNPROCESSED_LEGACY_01
237,43,950542,4/27/2009,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,2/25/2015,N/A,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,4972,UNPROCESSED_LEGACY_01
127,34,291544,8/2/2006,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,1/6/2015,Vehicle Theft,?,Minor Damage,,NC,?,4460 4th Lane,8,1,YES,1,3,?,4700,470,940,3290,Saab,92x,1998,4502,UNPROCESSED_LEGACY_01
1,33,388616,12/6/1995,OH,250/500,2000,1391.63,0,466390,unknown_val,Associate,sales,video-games,husband,61200,0,2/26/2015,Single Vehicle Collision,Side Collision,Total Loss,unknown_val,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,4128,UNPROCESSED_LEGACY_01
5,21,577992,11/13/2002,IN,250/500,500,915.41,5000000,612316,FEMALE,N/A,exec-managerial,N/A,own-child,0,0,2/11/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,?,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,?,Pathfinder,1998,1135,UNPROCESSED_LEGACY_01
64,28,342830,11/9/1991,IL,500/1000,1000,1468.82,0,474731,unknown_val,JD,handlers-cleaners,N/A,other-relative,56800,-51800,?,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,N/A,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,?,Accord,1997,1074,UNPROCESSED_LEGACY_01
142,30,491170,1/14/1998,IN,500/1000,500,1412.76,0,603260,MALE,PhD,?,basketball,wife,66400,-63700,?,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,8509,UNPROCESSED_LEGACY_01
97,27,175553,4/25/2002,OH,500/1000,500,1588.26,0,434370,FEMALE,High School,?,movies,husband,56700,-49300,?,Multi-vehicle Collision,Side Collision,?,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,6985,UNPROCESSED_LEGACY_01
121,31,439341,7/20/1991,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,N/A,other-relative,51300,0,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,2581,UNPROCESSED_LEGACY_01
225,43,221186,8/13/2004,OH,100/300,1000,1517.54,0,617883,MALE,JD,priv-house-serv,N/A,own-child,0,-20900,1/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,5828,UNPROCESSED_LEGACY_01
425,53,868031,6/24/1990,OH,250/500,2000,912.29,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,N/A,17,3,?,1,2,?,97080,16180,16180,64720,Saab,92x,2005,7349,UNPROCESSED_LEGACY_01
285,44,844117,8/21/1991,OH,250/500,2000,1144.3,0,609458,MALE,N/A,priv-house-serv,base-jumping,not-in-family,52600,0,2/4/2015,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,?,5500,500,500,4500,Honda,Civic,2010,3023,UNPROCESSED_LEGACY_01
192,38,744557,2/25/2011,IN,500/1000,1000,1281.43,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,1/30/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,N/A,Northbend,9523 Solo Hwy,10,3,?,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,5595,UNPROCESSED_LEGACY_01
285,48,159536,2/4/2013,none,100/300,2000,1101.85,0,457875,unknown_val,College,sales,dancing,?,46100,0,2/27/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,5694,UNPROCESSED_LEGACY_01
